artista_id,nombre_cancion_album,tipo_album_cancion,año_lanzamiento,género
226,LUKEANDO,single,2022,Latino
220,"Te Espero - feat. Maria Becerra",single,2022,Latino
227,"Si Te Interesa",single,2021,Latino
221,Atl,single,2021,Latino
162,"XQ Te Pones Así",album,2022,Latino
228,"Loco Por Perrearte - Remix",single,2022,Latino
184,"La Ruta",album,2022,Latino
198,"EL NENE",album,2022,Latino
175,Problemón,single,2021,Latino
183,Boomerang,album,2022,Latino
166,"El Incomprendido",single,2021,Latino
162,"Lady Mi Amor",album,2022,Latino
199,"Travesuras - Remix",single,2021,Latino
182,Alaska,single,2022,Latino
229,"Randy Johnson",single,2022,Latino
182,Índigo,single,2021,Latino
202,Loco,album,2021,Latino
230,Milagrosa,single,2022,Latino
231,Perfecta,single,2021,Latino
191,"pa quererte",single,2022,Latino
197,"Tendencia Global",album,2022,Latino
169,"SOLA ES MEJOR",album,2021,Latino
200,"Jóvenes Millonarios",album,2021,Latino
162,Belixe,album,2022,Latino
183,"Me Extraño",single,2022,Latino
224,Desnudarte,single,2021,Latino
198,1942,album,2021,Latino
182,Ambulancia,album,2022,Latino
232,"Air Drop",single,2021,Latino
171,Bendecido,album,2022,Latino
203,"Nos Comemos Vivos",album,2022,Latino
221,"Baby Father",single,2022,Latino
233,"Happy Birthday",single,2021,Latino
234,"Fan de Tus Fotos",single,2021,Latino
196,RUMBATÓN,album,2022,Latino
191,"Como Antes",single,2021,Latino
197,"Quien TV Remix",single,2022,Latino
164,"Los Malvekes",single,2021,Latino
206,"TODO O NADA",album,2021,Latino
182,"Machu Picchu",album,2021,Latino
162,"La Pasamos CXBRXN",single,2022,Latino
211,"Sal y Perrea",album,2021,Latino
202,Loco,single,2021,Latino
198,Súbelo,single,2021,Latino
174,"DOMINGO DE BOTE",album,2022,Latino
190,"Esta Dejá",album,2021,Latino
200,Socio,album,2021,Latino
162,California,single,2022,Latino
169,LEYENDAS,album,2021,Latino
174,"Te Conoci Perriando",album,2021,Latino
200,"Paz Mental",album,2021,Latino
163,"BAILÉ CON MI EX",single,2022,Latino
235,"Mayor Que Usted",single,2022,Latino
167,"Señor Juez",single,2021,Latino
166,"Pepas - David Guetta Remix - Radio Edit",single,2021,Latino
203,"Mojando Asientos (feat. Feid)",album,2022,Latino
162,FRIKI,single,2021,Latino
200,Nota,single,2022,Latino
200,"Sin Frenos",album,2021,Latino
231,"Los Tragos",single,2021,Latino
162,"TENGO FE",album,2021,Latino
235,"Ram Pam Pam",single,2021,Latino
182,Índigo,album,2022,Latino
174,APA,album,2022,Latino
205,Location,single,2022,Latino
162,"FUMETEO - Remix",single,2021,Latino
230,"Tus Vueltas",single,2021,Latino
165,Spin,single,2022,Latino
163,FULANITO,single,2021,Latino
187,Putero,album,2022,Latino
229,"Verano En Cataño",album,2022,Latino
189,"Una Nota",album,2021,Latino
188,Malory,single,2021,Latino
165,"300 Blackout",album,2022,Latino
162,Aguante,album,2022,Latino
236,"Los Besos",album,2022,Latino
237,"Ella - Remix",single,2021,Latino
183,"Sin Fin",album,2022,Latino
238,"FEEL ME??",album,2022,Latino
197,"Dos Problemas (feat. Big Soto) - Remix",single,2021,Latino
198,Mcgregor,album,2021,Latino
238,"SOLO POR VOS",album,2022,Latino
199,AM,single,2021,Latino
166,"El Incomprendido",album,2021,Latino
198,Súbelo,album,2021,Latino
182,KESI,album,2021,Latino
239,"Me Arrepentí",single,2022,Latino
240,"Dime Tú",single,2022,Latino
241,"Una Vaina Loca",single,2021,Latino
183,Ayúdame,album,2022,Latino
165,"Haitian Scarface",single,2022,Latino
174,"QUE HABILIDAD",album,2022,Latino
197,"Ziploc (Blessd Version)",album,2022,Latino
179,"Una Vida Para Recordar",album,2021,Latino
242,Promesa,album,2021,Latino
189,"Otra Noche Sin Ti",single,2021,Latino
226,NLE,single,2022,Latino
198,BRRR,album,2022,Latino
243,"23 (With Ape Drums)",album,2021,Latino
164,"Paz Mental",single,2022,Latino
165,"Easter In Miami",single,2021,Latino
244,"Se Le Ve",single,2021,Latino
210,Volare,single,2022,Latino
166,NAZARENO,single,2022,Latino
162,"SI TÚ SUPIERAS",album,2021,Latino
203,Junio,single,2022,Latino
245,"Guilla de Crema",single,2021,Latino
246,"La MVP",album,2021,Latino
174,"Primer Dia de Clases",album,2021,Latino
174,Desaparecer,album,2021,Latino
200,HELLCAT,single,2022,Latino
165,"Z Look Jamaican",album,2021,Latino
205,"Se Enamoró de un Reggaetonero",album,2022,Latino
177,"UNA MÁS",album,2021,Latino
209,"Los Illuminaty",single,2022,Latino
194,Vapor,album,2022,Latino
190,"Christian Dior",album,2021,Latino
247,Fragancia,single,2021,Latino
162,"FUMETEO - Remix",album,2021,Latino
186,"Quieren Ser Yo",single,2022,Latino
219,"Entre Nosotros",single,2021,Latino
200,"Caras Vemos",album,2022,Latino
248,"Mvrda Cartel",single,2022,Latino
162,"Quemando Calorías",album,2022,Latino
183,Suegra,album,2022,Latino
249,D3M0N,single,2022,Latino
196,PROBLEMA,single,2021,Latino
173,"Mala Costumbre",single,2021,Latino
211,Borracho,single,2021,Latino
175,"Chinita Linda",album,2021,Latino
168,"L-Gante: Bzrp Music Sessions, Vol.38",single,2021,Latino
202,"Colorín Colorado",album,2021,Latino
238,"DANCE CRIP",album,2022,Latino
182,Pegao,single,2022,Latino
198,"Las Jordan",album,2022,Latino
187,Vendetta,single,2021,Latino
161,Brazilera,album,2021,Latino
162,"Si Te La Encuentras Por Ahí",single,2022,Latino
250,PAKATA,single,2021,Latino
208,"Paola "Asesinos"",single,2022,Latino
190,"Sensual Bebé",single,2022,Latino
191,"SHORTY QUE TE VAYA BN <3",single,2021,Latino
185,DURO,single,2022,Latino
165,"Usain Boo",album,2022,Latino
251,"Cumbia A La Gente",single,2021,Latino
174,PECADO,album,2022,Latino
172,"Halloween Bill Kill",album,2021,Latino
252,"Plan A",album,2022,Latino
253,Espejismo,album,2022,Latino
189,Sigue,single,2022,Latino
254,"SI PEPE (REMIX)",single,2022,Latino
187,Bi,album,2022,Latino
161,"LEJOS DEL CIELO",single,2022,Latino
236,"Te Creí",album,2022,Latino
180,Dharma,album,2022,Latino
189,"Bebé Que Bien Te Ves",album,2021,Latino
165,"Super Gremlin",album,2022,Latino
169,"GATO MALO",album,2021,Latino
162,VACAXIONES,album,2021,Latino
190,"Dile (Homenaje)",album,2021,Latino
198,"La Máquina",album,2022,Latino
255,"Antes de Perderte",album,2022,Latino
221,"Glizzy Walk 2.0",single,2021,Latino
256,"PUNTO G",single,2022,Latino
213,"Viendo El Techo",album,2022,Latino
257,ADIÓS,album,2022,Latino
237,"Ella - Remix",album,2022,Latino
198,Exit,album,2021,Latino
175,18+1,album,2021,Latino
206,VUDÚ,album,2021,Latino
166,"La Tóxica",album,2021,Latino
258,Brisa,single,2022,Latino
179,"Los Cachos",single,2022,Latino
235,"WOW BB",single,2022,Latino
183,"Inmortal - Live From MetLife Stadium",single,2021,Latino
256,"VISTA AL MAR",single,2022,Latino
168,"Nicky Jam: Bzrp Music Sessions, Vol. 41",single,2021,Latino
256,"PLAYA DEL INGLÉS",single,2022,Latino
201,"Me Fije",single,2021,Latino
209,"El Coba",single,2022,Latino
182,"Bebiendo Sola",album,2022,Latino
182,Alaska,album,2022,Latino
203,"Nos Comemos Vivos",single,2022,Latino
259,LONDON,single,2022,Latino
256,"Piel de Cordero",single,2021,Latino
196,AGUA,album,2022,Latino
227,"Barranquilla Bajo Cero",single,2022,Latino
198,Leyenda,album,2021,Latino
179,"Que Triste",single,2022,Latino
165,"Rip Stick (feat. Pooh Shiesty & Sykobob)",single,2021,Latino
200,"Claro Cristal",album,2021,Latino
231,Loquita,single,2021,Latino
190,"Me Extraña",album,2021,Latino
211,911,album,2021,Latino
184,JS4E,album,2022,Latino
183,"El Pañuelo",single,2022,Latino
260,Peli-Culeo,album,2022,Latino
169,LOCATION,album,2021,Latino
168,"Duki: Bzrp Music Sessions, Vol. 50",single,2022,Latino
229,Powerball,album,2022,Latino
201,"Me Fije",album,2022,Latino
236,"Los Consejos",album,2022,Latino
164,"Como Te Va",single,2022,Latino
190,"En Mi Cuarto",album,2021,Latino
169,LOCATION,single,2021,Latino
162,"La Buena Fai",album,2022,Latino
162,CORONE,album,2021,Latino
261,"Santa Diabla",single,2021,Latino
211,911,single,2021,Latino
183,Mar,album,2022,Latino
223,"Presidentes Muertos",single,2022,Latino
190,"Los Bo",single,2021,Latino
165,"Demand My Respect",album,2022,Latino
174,"Cuando Sera",album,2021,Latino
171,GALAPIN,album,2022,Latino
225,"Buenos Días",single,2022,Latino
198,Pin,album,2021,Latino
174,2010,album,2022,Latino
202,PAM,album,2021,Latino
184,"Si Te Veo",single,2021,Latino
262,Nada,album,2022,Latino
198,Nosotros,single,2022,Latino
169,DVD,album,2021,Latino
231,"5 Estrellas",single,2022,Latino
163,AMANTES,single,2022,Latino
257,AUTOMÁTICO,album,2022,Latino
263,"Un Viaje",single,2022,Latino
196,REMIX,album,2022,Latino
161,"Tengo un Pal",album,2021,Latino
175,"Close Friends",album,2021,Latino
197,"Que Duro",album,2022,Latino
190,"En Mi Cuarto",single,2021,Latino
260,TURRA,single,2021,Latino
198,"Si Tu Me Busca",single,2022,Latino
252,"Plan A",single,2022,Latino
200,"Alejarme de Ti",album,2021,Latino
207,"ULALA (OOH LA LA)",single,2022,Latino
198,"Última Canción",album,2021,Latino
197,"IMPOSIBLE - REMIX",single,2021,Latino
220,"Lao' a Lao'",single,2021,Latino
229,"Intro: S.a.L.H.",album,2022,Latino
235,"Ram Pam Pam",album,2021,Latino
264,"JETSKI - Remix",single,2022,Latino
182,Aeropuerto,album,2022,Latino
174,CASUALIDAD,album,2022,Latino
163,"BAILÉ CON MI EX",album,2022,Latino
162,Nieve,album,2022,Latino
265,"NEGRO MATE",album,2021,Latino
168,"Quédate - Tiësto Remix",single,2022,Latino
198,Brother,album,2022,Latino
186,"Pablo & Chapo",album,2021,Latino
266,"Un Día (One Day)",album,2021,Latino
165,"Let Me Know",album,2022,Latino
174,"badtrip :(",album,2022,Latino
198,Antes,album,2021,Latino
197,"Tendencia Global",single,2022,Latino
253,"Mi Casi Algo",album,2022,Latino
198,"Mercedes Tintia",single,2022,Latino
251,"Cumbia A La Gente",album,2021,Latino
179,"Felices Perdidos",album,2022,Latino
171,"Tamo En Hoja",single,2021,Latino
173,"Amor en Coma",single,2021,Latino
182,NASA,album,2022,Latino
198,"Diamantes en Mis Dientes",album,2022,Latino
165,"I Can’t Sleep",album,2022,Latino
267,Ojalá,single,2022,Latino
162,"TE MATA",album,2021,Latino
198,RD,album,2021,Latino
177,Sci-Fi,single,2022,Latino
177,Sunbathe,single,2021,Latino
183,"15,500 Noches",album,2022,Latino
168,"Paulo Londra: Bzrp Music Sessions, Vol. 23",single,2022,Latino
165,Spin,album,2022,Latino
173,Éxtasis,single,2022,Latino
202,"La Botella",album,2021,Latino
162,"PURRITO APA",album,2021,Latino
255,Malbec,album,2021,Latino
162,"8 DIAX",album,2021,Latino
236,"Lejos Conmigo",album,2022,Latino
167,"Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]",single,2022,Latino
198,Sufro,album,2022,Latino
203,"Agua de Jamaica",album,2021,Latino
182,"De Adentro Pa Afuera",album,2022,Latino
198,"Si Yo Me Muero",album,2022,Latino
219,Traductor,album,2022,Latino
163,"Bella Ciao",single,2021,Latino
255,GIVENCHY,single,2022,Latino
183,"La Última Vez",album,2022,Latino
164,"Gucci en Paris",album,2022,Latino
198,"Los Dioses",album,2021,Latino
169,"DÉJALOS QUE MIREN",album,2021,Latino
190,"Los Bo",album,2021,Latino
189,Perra,single,2021,Latino
211,"Sal y Perrea - Remix",single,2021,Latino
210,Istanbul,album,2022,Latino
268,"No Te Enamores - Remix",album,2021,Latino
166,Helicóptero,album,2021,Latino
255,GIVENCHY,album,2022,Latino
219,"Salimo de Noche",album,2022,Latino
269,"Besties - Remix",single,2022,Latino
187,Standard,album,2022,Latino
161,WUEPA,album,2022,Latino
162,COMMENT,album,2021,Latino
198,"La 2blea",single,2022,Latino
218,"EL NENE",single,2022,Latino
161,"FCK U X2",album,2022,Latino
190,"Mi Vicio",album,2021,Latino
270,"Monumento - Remix",single,2022,Latino
260,Maléfica,album,2022,Latino
165,"Love & War",single,2021,Latino
270,"Alguien Más - Versión Regional",single,2021,Latino
271,"Tú No Eras Así",album,2021,Latino
211,PSL,album,2021,Latino
272,"MOOD - Remix",single,2021,Latino
204,"No Me Quiere Ver (ft. Javiielo)",album,2022,Latino
213,"Anda Sola",album,2022,Latino
219,"Nos Comemos (feat. Ozuna)",single,2022,Latino
168,"Ptazeta: Bzrp Music Sessions, Vol. 45",single,2021,Latino
220,"Otra Vez",single,2022,Latino
273,Anfetamina,single,2022,Latino
274,"Tan Enamorados",album,2021,Latino
186,"Dame Lu - Remix",single,2022,Latino
171,"Los Aparatos",single,2022,Latino
165,Smackers,album,2022,Latino
198,"Una Palabra",album,2021,Latino
174,"EN LA ORILLA",album,2022,Latino
249,"X La Mía",single,2022,Latino
174,"ROBERT DE NIRO",album,2022,Latino
238,"BIEN O MAL",album,2022,Latino
275,"Háblame de Miami",album,2022,Latino
189,"Otra Noche Sin Ti",album,2021,Latino
189,"OTRO FILI",album,2021,Latino
167,Tiempo,single,2021,Latino
165,"Slay Like Santa",album,2022,Latino
162,"JORDAN IV",album,2021,Latino
258,Berlin,single,2022,Latino
276,"De Qué Manera",single,2022,Latino
277,"Blin Blin",album,2021,Latino
183,"Sexo Con Ropa",album,2022,Latino
173,"Te Olvido",single,2021,Latino
255,"Amor Bipolar",album,2022,Latino
270,"Te Perdí",single,2022,Latino
237,Ella,album,2022,Latino
269,"Babymama - Remix",single,2021,Latino
198,Brother,single,2022,Latino
65,"Sale el Sol",compilation,2022,Latino
198,"Dime Tú",album,2021,Latino
229,G5,album,2022,Latino
198,1ro,album,2022,Latino
200,"Par de Tenis",album,2021,Latino
238,"FEEL ME??",single,2021,Latino
200,"5 Star",album,2021,Latino
275,"Háblame de Miami",single,2021,Latino
162,HOOKIA,single,2022,Latino
167,"Mar Chiquita",album,2022,Latino
277,"Flow 2000 - Remix",single,2022,Latino
221,MPI,single,2022,Latino
162,Monastery,album,2021,Latino
278,Lastima,album,2021,Latino
254,"HOLY SHIT - REMIX",album,2021,Latino
200,"Sauce Boy Freestyle 3",album,2021,Latino
209,"Alta Gama",single,2021,Latino
198,Perfecto,album,2021,Latino
184,Kilimanjaro,album,2022,Latino
200,"Sauce Boy Freestyle 5",album,2021,Latino
209,"Hay Santo",single,2022,Latino
225,"En Mi Habitación",single,2021,Latino
279,Giuseppe,single,2021,Latino
200,"Si la Calle Llama",album,2022,Latino
197,"Barrio Antioquia",album,2022,Latino
183,Perro,album,2022,Latino
175,"OG Black",album,2021,Latino
180,"Tacones Rojos - With John Legend",single,2022,Latino
200,"Touch Your Body",album,2021,Latino
187,Trending,album,2022,Latino
162,Malibu,single,2022,Latino
280,"Bff <3",single,2021,Latino
165,"Elite Division",album,2022,Latino
207,"PIN PIN",album,2021,Latino
198,Nosotros,album,2022,Latino
256,"SIN SEÑAL",single,2022,Latino
171,Chupable,single,2021,Latino
185,Condado,single,2022,Latino
214,"Gucci En Mis Pies",single,2021,Latino
184,Bottas,album,2022,Latino
197,"Quien TV",album,2021,Latino
165,"I’m So Awesome",single,2022,Latino
224,Sicaria,single,2022,Latino
184,JS4E,single,2022,Latino
281,"Corazón Roto",single,2022,Latino
282,"Luz Prendía",single,2021,Latino
200,Problema,album,2021,Latino
162,"EL PADRINO",album,2021,Latino
174,Volando,album,2021,Latino
169,"EL BARCO",single,2021,Latino
283,SALVAJE,single,2022,Latino
230,"Valores del West",single,2022,Latino
194,"Party y Alcohol",album,2022,Latino
174,LINDOR,album,2022,Latino
200,"Hp Freestyle",album,2022,Latino
237,Ella,single,2021,Latino
190,"Nos Matamos",album,2021,Latino
179,"Más De La Una",album,2021,Latino
162,FUMETEO,album,2021,Latino
184,"Si Te Veo",album,2021,Latino
161,"RED VELVET",album,2022,Latino
189,"Tu Veneno",single,2021,Latino
252,"A Veces (feat. Feid)",single,2022,Latino
168,"Morad: Bzrp Music Sessions, Vol. 47",single,2021,Latino
177,"DEJA VU",album,2021,Latino
174,EIVISSA,album,2022,Latino
176,"M&M (with Future feat. Lil Baby)",single,2021,Latino
183,Ciudadana,album,2022,Latino
200,Progreso,album,2021,Latino
174,COSITAS,album,2022,Latino
284,Nanae,single,2021,Latino
178,"Mal Acostumbrao - con Maria Becerra",single,2021,Latino
211,"Foto En Panty",single,2022,Latino
165,"Game From Pluto",album,2022,Latino
165,"Killing The Rats",single,2021,Latino
187,"Pull Up",album,2022,Latino
211,"Noche de Teteo",single,2022,Latino
198,300,album,2021,Latino
164,Bellakera,album,2022,Latino
200,Gladiador,album,2022,Latino
198,"Rick Flair",album,2021,Latino
207,"Ande Con Quien Ande",single,2022,Latino
174,"OJOS COLORAU",album,2022,Latino
270,"Alguien Más",single,2021,Latino
198,"La Maria",album,2021,Latino
171,"Que No - Remix",album,2022,Latino
200,"Jóvenes Millonarios",single,2021,Latino
165,"Vulnerable (Free Cool)",album,2022,Latino
208,"Baby Schai",single,2022,Latino
285,"Te Necesito",single,2021,Latino
165,"I’m So Awesome",album,2022,Latino
286,Angelito,single,2021,Latino
198,"La 2blea",album,2022,Latino
255,Pintao,album,2021,Latino
165,"Last Day In",single,2021,Latino
184,PortoBello,album,2022,Latino
202,Jeans,album,2021,Latino
257,"LA NENA DE ARGENTINA",album,2022,Latino
200,Cheque,album,2021,Latino
163,"NO MIENTEN",album,2022,Latino
162,FUMETEO,single,2021,Latino
182,"Machu Picchu",single,2021,Latino
287,Bloody,album,2021,Latino
288,Terrorize,single,2021,Latino
197,"Hace Tiempo",album,2021,Latino
207,"Luces De Neón",single,2022,Latino
238,"DANCE CRIP",single,2021,Latino
175,Brilloteo,album,2021,Latino
189,Vestido,album,2021,Latino
208,"Eso Es Un Vibe",single,2021,Latino
254,MENORCITO,album,2021,Latino
275,"Lagrimas de Champan",single,2022,Latino
169,"BEAUTIFUL BOY",album,2021,Latino
198,Teteo,album,2022,Latino
244,"Por Fin",album,2022,Latino
252,"A Veces (feat. Feid)",album,2022,Latino
200,Tata,album,2021,Latino
221,Glizzy'walk,single,2021,Latino
225,"Buenos Días",album,2022,Latino
173,"Mala Costumbre",album,2021,Latino
286,"CHAO BEBE",single,2022,Latino
213,Suelta,single,2022,Latino
289,Symphony,single,2022,Latino
290,Castigada,single,2022,Latino
254,"SACA Y PON",album,2021,Latino
198,Hoodie,album,2022,Latino
199,"Dividimos (Bachata Version)",single,2021,Latino
182,"Ropa Cara",single,2021,Latino
200,"AL CAPONE",album,2021,Latino
209,"Mi Contacto",single,2021,Latino
242,"Las Gargolas",single,2021,Latino
164,"Como Tu Ninguna - Remix",album,2022,Latino
200,Friends,album,2022,Latino
291,"Mala Mía",album,2021,Latino
243,"23 (With Ape Drums)",single,2021,Latino
215,"Día De Pago",single,2021,Latino
226,INTRO,single,2022,Latino
257,OJALÁ,album,2022,Latino
278,"Perdiendo el Interés",album,2021,Latino
198,"Diamantes en Mis Dientes",single,2022,Latino
198,"Contra la Corriente",album,2022,Latino
221,"Baby Glock",single,2022,Latino
200,"4 Am",album,2021,Latino
229,"Juana Matos",album,2022,Latino
198,"Mercedes Tintia",album,2022,Latino
276,"La Falta",single,2022,Latino
183,"Sin Fin",single,2022,Latino
207,BURBERRY,album,2021,Latino
200,"Quienes Son Ustedes",album,2021,Latino
175,"Llori Pari",single,2021,Latino
196,PASATIEMPO,album,2022,Latino
174,AIRBNB,album,2022,Latino
253,"Las Lindas & Los Malos",album,2022,Latino
169,ODISEA,album,2021,Latino
252,Nublado,single,2022,Latino
211,Wao,album,2021,Latino
274,"Dejaría Todo",album,2021,Latino
257,AUTOMÁTICO,single,2022,Latino
207,"SR DE LOS CIELOS",album,2021,Latino
292,"Toa la Vida",single,2021,Latino
234,"Fan de Tus Fotos",album,2021,Latino
257,"Wow Wow (feat. Becky G)",single,2021,Latino
162,Castigo,single,2022,Latino
198,"Llorando en un Ferrari",album,2021,Latino
293,"No Te Quiero Ver - Remix",single,2021,Latino
294,Chocolate,album,2022,Latino
182,Pegao,album,2022,Latino
198,Nunca,album,2021,Latino
203,"Cositas de la USA",single,2022,Latino
166,"La Bendición",album,2021,Latino
161,CAPRICHOSO,album,2022,Latino
174,"TU AMIGO",album,2022,Latino
277,"La Prendo",single,2022,Latino
225,"Emojis de Corazones (feat. Los Legendarios)",single,2021,Latino
213,Borracho,album,2022,Latino
179,"Que Triste",album,2022,Latino
257,"CUANDO HACEMOS EL AMOR",album,2022,Latino
189,"Te Acuerdas De Mí",album,2021,Latino
279,Mention,album,2022,Latino
283,"En Tu Cuerpo - Remix",album,2022,Latino
198,"Mi Voz Cuesta un Billón",album,2021,Latino
187,"Puerto Rican Mami",single,2021,Latino
186,"Yin Yang",album,2021,Latino
189,"Wherever I May Roam",single,2021,Latino
180,TBT,album,2022,Latino
168,YaMeFui,single,2021,Latino
186,"Dame Lu",album,2021,Latino
295,"Si Te Pillo",single,2022,Latino
177,"HÁBLAME CLARO",album,2021,Latino
213,"Viendo el Techo",single,2021,Latino
277,"Su Payita (Gramos)",single,2021,Latino
221,"Racks On Me",single,2022,Latino
167,"La Funka",single,2021,Latino
296,Roto,album,2022,Latino
198,Malo,single,2022,Latino
198,Dictadura,album,2021,Latino
174,"Pégate - Remix",album,2021,Latino
255,"Si Quieren Frontear",single,2022,Latino
275,"El Negrito",album,2022,Latino
173,"Cosas Malas",album,2021,Latino
163,TAJIN,album,2022,Latino
210,"Disfruta tu viernes",album,2022,Latino
165,"Back For Everything",album,2022,Latino
164,Famoso,album,2022,Latino
197,"Instagram - Remix",single,2022,Latino
211,Playa,album,2021,Latino
163,"NO MIENTEN",single,2022,Latino
279,"Side Bitch - Remix",album,2022,Latino
231,"A Un Paso De La Luna - Remix",single,2021,Latino
235,"Las Nenas (feat. La Duraca)",single,2021,Latino
207,"JUGADOR FRANQUICIA",album,2021,Latino
293,"No Te Quiero Ver - Remix",album,2021,Latino
200,"Habla Claro",single,2021,Latino
167,"G Wagon",single,2022,Latino
249,M10s,single,2022,Latino
171,Acuítate,single,2021,Latino
207,BURBERRY,single,2021,Latino
182,"Ropa Cara",album,2021,Latino
215,"Que Locura",single,2021,Latino
272,MOOD,single,2021,Latino
189,"Nivel De Perreo",single,2022,Latino
198,Coroné,album,2022,Latino
161,GTR,album,2022,Latino
171,"Tontoron Tonton",single,2022,Latino
165,"Purple Stamp",album,2022,Latino
198,100,album,2021,Latino
200,"Mami Dijo",album,2021,Latino
254,"HOLY SHIT",album,2021,Latino
196,"ZONA DEL PERREO",album,2022,Latino
297,"Ganas - Remix",single,2021,Latino
209,"Voy Pa la Calle",single,2021,Latino
256,"Respuesta Cero",single,2022,Latino
183,SIRI,single,2022,Latino
202,"Ponte Pa' Mi",album,2021,Latino
298,"Ota El Hipopótamo",album,2021,Latino
292,Sabe,single,2021,Latino
262,"Un Tiempo",album,2022,Latino
198,Mientes,album,2022,Latino
200,"Miradas Raras",album,2021,Latino
255,"Antes de Perderte",single,2022,Latino
196,"PARA SIEMPRE",album,2022,Latino
174,QSY,album,2022,Latino
197,"Ojitos Rojos",album,2022,Latino
299,"La Llamada",album,2022,Latino
257,OJALÁ,single,2022,Latino
213,"Carro Nuevo",album,2022,Latino
234,"Ojos Rojos",single,2022,Latino
165,"On Everything",album,2022,Latino
173,"Amor en Coma",album,2021,Latino
210,"Tú no me conoces",album,2022,Latino
200,Cuarentena,album,2021,Latino
165,"Grinding All Season",album,2022,Latino
244,"No Es Normal",album,2022,Latino
162,VACAXIONES,single,2021,Latino
279,Print,album,2022,Latino
163,DOLORES,album,2022,Latino
198,"Los De Siempre",single,2021,Latino
198,Malo,album,2022,Latino
200,Mírame,album,2021,Latino
167,"Te Pienso",album,2022,Latino
200,Toretto,album,2021,Latino
183,Culpable,album,2022,Latino
165,"Super Gremlin - El Diablo Mix",single,2022,Latino
225,"Mi Niña - Remix",single,2021,Latino
174,"TU SABES DONDE VIVO",album,2022,Latino
200,Fuego,album,2021,Latino
167,Apretaito,single,2022,Latino
165,"If You Ever",album,2022,Latino
183,R.I.P.,album,2022,Latino
238,"LO TENGO",single,2022,Latino
198,"Me Siento HP",album,2022,Latino
167,"Somos Iguales",single,2022,Latino
163,"NO MIENTEN - Tiësto Remix",single,2022,Latino
213,"Dónde estás?",album,2022,Latino
161,"DIME QUIÉN????",single,2022,Latino
200,"Ele Uve - Remix",album,2021,Latino
214,"Champagne y Cerveza",single,2022,Latino
296,"A Veces",single,2021,Latino
254,DIVA,album,2021,Latino
248,Estrella,single,2022,Latino
189,"OTRO FILI",single,2021,Latino
221,Blizzy',single,2021,Latino
165,"Don’t Leave Me",album,2021,Latino
207,"CUANDO ME VEN",album,2021,Latino
229,"Louis Vuitton",album,2022,Latino
171,"La Mamá de la Mamá (Remix)",single,2021,Latino
200,"Como Sea",album,2021,Latino
202,AEIOU,single,2022,Latino
240,"Llamame Bebe",single,2022,Latino
190,"Los Bandoleros",album,2021,Latino
180,Runaway,album,2022,Latino
175,"Online ;(",album,2021,Latino
200,"No Me Importa un Carajo",album,2021,Latino
175,Gatillera,album,2021,Latino
207,"JOVEN LEYENDA",album,2021,Latino
162,RUDEBOYZ,album,2021,Latino
167,4:22,album,2022,Latino
238,PANAMA,album,2022,Latino
164,"Sin Seguro",album,2022,Latino
300,"Nena Buena",single,2022,Latino
162,"TENGO FE",single,2021,Latino
301,Piropo,album,2021,Latino
171,"Este Tema Maste",single,2021,Latino
190,"Ropa Interior",album,2021,Latino
198,Mintiendo,album,2022,Latino
223,"Demonia Como Lucy (Remix)",single,2022,Latino
198,Dictadura,single,2021,Latino
228,"Perdiendo El Control",single,2021,Latino
302,"Que Hay",single,2022,Latino
219,Traductor,single,2022,Latino
167,Deprimida,single,2022,Latino
249,50/50,single,2022,Latino
215,"Muévelo Lento",single,2022,Latino
166,Rapido,single,2021,Latino
180,"Amor Pasajero",single,2022,Latino
302,"Un Minuto",single,2021,Latino
293,"Aprovechame BB",single,2022,Latino
191,"No Sabe Igual",single,2022,Latino
255,"Si Quieren Frontear",album,2022,Latino
207,"ALTO RIESGO",album,2021,Latino
275,Muchacha,album,2022,Latino
215,"Despues De Las 12",single,2022,Latino
188,Marbella,album,2022,Latino
180,"Melancólicos Anónimos",single,2022,Latino
180,"Melancólicos Anónimos",album,2022,Latino
198,Vibra,album,2022,Latino
174,"Fin del Mundo",album,2021,Latino
200,Guerrero,album,2021,Latino
161,Hunter,single,2021,Latino
203,"Mama Tetema (feat. Rayvanny)",single,2021,Latino
302,"Un Pal De Textos",single,2022,Latino
252,Ella,album,2022,Latino
163,"BUEN DIA",album,2022,Latino
198,"Sin Ti",album,2022,Latino
184,Dígitos,album,2022,Latino
303,"Dime (4 AM)",album,2022,Latino
174,"La Receta",album,2021,Latino
162,CHIMBITA,album,2021,Latino
304,Adentro,single,2022,Latino
161,"NO DRAMA",album,2022,Latino
167,"Alta Gama - Remix",single,2021,Latino
198,Ascensor,album,2022,Latino
165,"Take You Back (feat. Lil Durk)",album,2022,Latino
200,"No Te Deseo el Mal",single,2021,Latino
198,"Si Yo Me Muero",single,2022,Latino
167,Mañana,album,2022,Latino
200,"Primera Vez",album,2021,Latino
305,Idk.,album,2022,Latino
171,"Un Selfie Con 3 Millones",album,2022,Latino
165,"Freezing My Pinky",album,2022,Latino
300,Inmoral,album,2022,Latino
207,"LO INVERTÍ",album,2021,Latino
292,Sabe,album,2021,Latino
255,"YIN YAN",album,2021,Latino
162,"MIONCA AL BLOQUE",album,2021,Latino
